Leitura;Leitura_filtrada;Escrita;ModoOperacao;ValorDesejado;CicloInicio;CicloFim
2.597933;2.597933;5.000000;0;0.000000;16448739049;16448739075
2.594644;2.594644;5.000000;0;0.000000;16449239057;16449239083
2.572940;2.572940;5.000000;0;0.000000;16449739070;16449739096
2.585107;2.585107;5.000000;0;0.000000;16450239083;16450239109
2.582805;2.582805;5.000000;0;0.000000;16450738987;16450739014
2.569651;2.569651;5.000000;0;0.000000;16451239094;16451239121
2.607140;2.567349;5.000000;0;0.000000;16451739105;16451739131
2.584121;2.584121;5.000000;0;0.000000;16452239116;16452239142
2.577544;2.577544;5.000000;0;0.000000;16452739120;16452739147
2.608127;2.608127;5.000000;0;0.000000;16453239130;16453239156
2.558141;2.558141;5.000000;0;0.000000;16453739138;16453739164
2.555839;2.555839;5.000000;0;0.000000;16454239146;16454239174
2.598590;2.598590;5.000000;0;0.000000;16454739154;16454739180
2.569651;2.569651;5.000000;0;0.000000;16455239165;16455239192
2.529202;2.529202;5.000000;0;0.000000;16455739171;16455739198
2.592342;2.500263;5.000000;0;0.000000;16456239183;16456239210
2.577872;2.577872;5.000000;0;0.000000;16456739191;16456739217
2.573597;2.573597;5.000000;0;0.000000;16457239126;16457239152
2.597933;2.597933;5.000000;0;0.000000;16457739204;16457739252
2.602536;2.602536;5.000000;0;0.000000;16458239215;16458239242
2.590698;2.590698;5.000000;0;0.000000;16458739224;16458739250
2.596288;2.596288;5.000000;0;0.000000;16459239233;16459239259
2.576557;2.576557;5.000000;0;0.000000;16459739241;16459739269
2.573597;2.573597;5.000000;0;0.000000;16460239250;16460239277
2.567349;2.567349;5.000000;0;0.000000;16460739258;16460739284
2.574584;2.574584;5.000000;0;0.000000;16461239279;16461239306
2.572940;2.572940;5.000000;0;0.000000;16461739204;16461739230
2.574584;2.574584;5.000000;0;0.000000;16462239286;16462239312
2.612731;2.612731;5.000000;0;0.000000;16462739293;16462739320
2.578530;2.578530;5.000000;0;0.000000;16463239302;16463239328
2.558470;2.558470;5.000000;0;0.000000;16463739308;16463739334
2.550906;2.550906;5.000000;0;0.000000;16464239267;16464239294
2.637724;2.543343;5.000000;0;0.000000;16464739327;16464739353
2.553866;2.553866;5.000000;0;0.000000;16465239339;16465239365
2.590369;2.590369;5.000000;0;0.000000;16465739346;16465739372
2.589711;2.589711;5.000000;0;0.000000;16466239354;16466239380
2.610758;2.610758;5.000000;0;0.000000;16466739285;16466739312
2.569651;2.569651;5.000000;0;0.000000;16467239375;16467239402
2.591027;2.591027;5.000000;0;0.000000;16467739379;16467739405
2.603194;2.603194;5.000000;0;0.000000;16468239388;16468239414
2.585436;2.585436;5.000000;0;0.000000;16468739397;16468739423
2.607140;2.607140;5.000000;0;0.000000;16469239405;16469239432
2.601221;2.601221;5.000000;0;0.000000;16469739414;16469739441
2.599248;2.599248;5.000000;0;0.000000;16470239424;16470239450
2.573597;2.573597;5.000000;0;0.000000;16470739432;16470739458
2.579846;2.579846;5.000000;0;0.000000;16471239440;16471239467
2.585765;2.585765;5.000000;0;0.000000;16471739449;16471739476
2.560114;2.560114;5.000000;0;0.000000;16472239465;16472239492
2.556497;2.556497;5.000000;0;0.000000;16472739464;16472739490
2.604838;2.552880;5.000000;0;0.000000;16473239473;16473239501
2.537752;2.537752;5.000000;0;0.000000;16473739484;16473739511
2.675213;2.586094;5.000000;0;0.000000;16474239499;16474239530
2.528216;2.528216;5.000000;0;0.000000;16474739503;16474739533
2.578859;2.578859;5.000000;0;0.000000;16475239515;16475239547
2.572282;2.572282;5.000000;0;0.000000;16475739487;16475739513
2.564061;2.564061;5.000000;0;0.000000;16476239533;16476239559
